Price,Year,Make,Model,Condition,Engine Cylinders,Odometer,Driven Wheels
14995,2016,chrysler,200 limited,excellent,4,28124,fwd
27750,2018,audi,a4,excellent,4,58369,4wd
29995,2012,ford,f-150 king ranch 4x4,excellent,8,74469,4wd
37750,2019,bmw,x3,excellent,4,14660,4wd
23995,2013,lexus,rx350 f sport,excellent,6,77958,4wd
40995,2018,jaguar,xe s awd,excellent,6,15673,4wd
22995,2019,honda,accord lx,excellent,4,14789,fwd
64995,2017,ford,f-450 dually lariat,excellent,8,96187,4wd
14499,2017,kia,soul ev,good,4,32590,fwd
11991,2014,hyundai,elantra coupe,good,4,68658,fwd
35999,2014,gmc,sierra 1500,excellent,8,78733,4wd
30995,2015,ford,f-150,good,4,105993,4wd
15999,2015,chevrolet,equinox ls,good,4,54484,4wd
1600,2008,pontiac,g6,good,6,205465,fwd
19995,2014,chevrolet,silverado,good,4,189740,4wd
17995,2013,bmw,528xi,good,4,71143,fwd
38000,2012,ford,f-450,excellent,10,34000,4wd
17995,2013,bmw,528xi,good,4,71143,fwd
10900,2013,ford,taurus,good,6,138611,fwd
29995,2013,ram,1500,good,4,85931,4wd
19993,2016,buick,enclave,good,6,106191,4wd
41194,2019,ram,1500 classic,good,8,8498,4wd
44194,2019,honda,ridgeline,good,6,20729,4wd
41194,2019,ford,ranger,good,4,9600,4wd
39995,2016,ram,2500,good,4,138797,4wd
11000,2016,honda,civic,like new,4,28000,fwd
24995,2006,ford,f-550,good,4,112939,4wd
8992,2013,chevrolet,sonic,good,4,94880,fwd
41975,2019,lincoln,nautilus,good,4,32583,fwd
22995,2019,dodge,journey,good,4,11100,fwd
30995,2009,chevrolet,silverado,good,4,65986,4wd
18500,2019,jeep,compass,good,4,13292,fwd
29995,2012,chevrolet,silverado,good,4,103901,4wd
15799,2018,kia,forte,good,4,12394,fwd
33900,2020,jeep,grand cherokee,good,6,12038,4wd
17995,2016,chevrolet,malibu,good,4,64201,fwd
20991,2011,gmc,yukon,good,8,135636,4wd
25995,2018,jeep,compass,good,4,43571,4wd
27555,2016,ford,flex,good,6,33191,4wd
33995,2016,subaru,wrx sti,good,4,57512,4wd
28995,2018,toyota,camry,good,4,27936,fwd
27499,2017,jeep,grand cherokee,good,6,8320,4wd
27900,2019,ford,edge,good,4,41817,4wd
10991,2013,hyundai,elantra,good,4,59701,fwd
12500,2015,jeep,cherokee,excellent,4,69500,4wd
17988,2017,mini,cooper clubman,good,3,47253,4wd
29992,2019,dodge,charger,good,6,12139,4wd
34995,2015,ram,1500,good,8,71225,4wd
27972,2020,jeep,cherokee,good,6,23251,4wd
26980,2017,mini,cooper countryman,good,4,13095,4wd
34999,2019,mini,cooper countryman,good,4,12,4wd
22900,2020,jeep,renegade,good,4,25976,4wd
23999,2018,chrysler,300,good,6,58609,fwd
5988,2010,other,Suzuki SX4,good,4,83025,fwd
10999,2009,cadillac,cts,good,6,126448,fwd
34550,2018,ford,f-150,good,6,84247,4wd
6999,2007,dodge,caliber,good,4,107888,fwd
12999,2013,nissan,rogue,good,4,93299,fwd
43999,2015,chevrolet,silverado,good,8,53600,4wd
14999,2008,rover,sport,good,8,110854,4wd
12999,2012,toyota,rav4,good,4,141429,4wd
5999,2007,ford,taurus,good,6,88328,fwd
77977,2019,ram,2500,good,6,28021,4wd
33933,2019,ram,1500 classic,good,8,47694,4wd
27972,2019,nissan,maxima,good,6,22962,fwd
32995,2014,gmc,sierra 2500hd,good,8,145301,4wd
26499,2019,chevrolet,equinox,good,4,12733,4wd
19995,2011,chevrolet,silverado 1500,good,8,146517,4wd
16499,2014,mini,countryman,good,4,71049,4wd
3200,1993,mercedes-benz,other,good,4,143000,fwd
29995,2015,ford,expedition xlt 4x4,like new,8,81254,4wd
28995,2017,nissan,pathfinder sl 4wd,like new,6,33974,4wd
34995,2014,chevrolet,silverado 1500,like new,8,61100,4wd
1234,2004,chrysler,sebring,good,4,140000,fwd
6900,2015,ford,focus,good,4,61639,fwd
600,2003,hyundai,sonata,fair,4,150000,fwd
33900,2019,rover,discovery sport,good,4,15749,4wd
18900,2016,hyundai,tucson,good,4,82418,4wd
29900,2015,toyota,4runner,good,6,95968,4wd
27199,2020,chevrolet,equinox,good,4,3191,4wd
15988,2014,chevrolet,equinox,good,4,67535,fwd
9900,2002,ram,2500,good,6,220000,4wd
13900,2010,other,Keep wrangler,excellent,6,179200,4wd
0,2015,ram,1500 quad cab,good,8,83000,4wd
0,2018,chevrolet,malibu,good,4,27600,fwd
0,2017,dodge,charger,good,6,50162,fwd
17999,2020,chevrolet,trax,good,4,3932,4wd
0,2014,ram,1500 crew cab,good,8,151894,4wd
43194,2019,ford,f-150,good,6,26147,4wd
43194,2019,ford,explorer,good,6,15757,4wd
25999,2017,toyota,rav 4 le,excellent,4,46699,4wd
24950,2004,chevrolet,silverado ss,like new,8,64000,4wd
23999,2017,nissan,rogue sv,like new,4,42056,4wd
37995,2020,bmw,330i,excellent,4,19120,4wd
32995,2016,bmw,x4 xdrive m-sport,excellent,6,11523,4wd
34995,2017,toyota,tacoma trd sport 4x4,excellent,6,72239,4wd
53995,2017,other,Maserati Levante S,excellent,6,27300,4wd
32995,2017,audi,all road,excellent,4,49042,4wd
54995,2018,ram,2500 power wagon 4x4,excellent,8,18681,4wd
17995,2016,mazda,cx-5 grand touring,excellent,4,67594,fwd
63995,2017,tesla,model s 100d awd,excellent,4,32740,4wd
18995,2018,kia,optima ex,excellent,4,24663,fwd
19995,2014,mercedes-benz,benz glk350 4matic awd,excellent,6,88514,4wd
20500,2017,chrysler,300 limited,excellent,6,64261,4wd
17750,2017,mazda,3 sport,excellent,4,9157,fwd
17850,2018,chevrolet,cruze premier,excellent,4,19146,fwd
24995,2017,bmw,x1 xdrive28i awd,excellent,4,44040,4wd
9999,2012,chevrolet,cruze ltz,excellent,4,54693,fwd
32995,2017,ram,1500,good,4,65290,fwd
25995,2013,ford,f-150,good,4,110248,4wd
11999,2010,volkswagen,gti,excellent,4,94067,fwd
33995,2014,chevrolet,silverado,good,4,80032,4wd
8650,2012,chevrolet,impala ltz,good,6,79767,fwd
20995,2019,dodge,grand caravan,good,4,40599,fwd
20995,2019,dodge,grand caravan,good,4,31183,fwd
11992,2015,dodge,dart,good,4,1,fwd
18995,2019,dodge,grand caravan,good,4,46637,fwd
116000,2019,ford,f350 diesels powerstroke,like new,8,24000,4wd
23999,2014,cadillac,cts,good,4,84649,fwd
18991,2018,mazda,mazda3 4-door,good,4,21890,fwd
22995,2012,chevrolet,tahoe,good,4,109937,4wd
6500,2006,subaru,outback,good,4,245000,fwd
23995,2013,ford,f-150,good,4,58093,4wd
24995,1966,ford,mustang,good,4,43717,fwd
42900,2017,chevrolet,tahoe,good,4,48036,fwd
5500,1991,chevrolet,gmt-400,good,4,181256,fwd
24991,2018,volkswagen,passat,good,6,19574,fwd
41194,2020,toyota,4runner,good,6,12287,4wd
23194,2019,dodge,journey,good,6,35731,fwd
24995,1966,ford,mustang,good,4,91603,fwd
3500,2003,buick,park avenue ultra,good,6,200000,fwd
35999,2014,gmc,sierra 1500,excellent,8,78733,4wd
20500,2019,dodge,journey,like new,6,24000,fwd
9995,2007,honda,cr-v,good,4,154722,4wd
19991,2014,dodge,durango,good,6,115532,rwd
29999,2015,ram,1500 slt,good,8,66366,4wd
9995,2013,honda,civic,good,4,122295,fwd
16900,2013,gmc,yukon,excellent,8,126646,4wd
17999,2016,jeep,cherokee latitude,good,4,108865,4wd
34999,2018,jeep,wrangler jk unlimited,excellent,6,42802,4wd
10995,2014,chevrolet,cruze,good,4,95233,fwd
24500,2016,chrysler,300-series,good,6,31380,4wd
25995,2016,honda,cr-v,good,4,32944,fwd
26500,2012,chevrolet,silverado 2500hd,good,8,143998,4wd
30550,2017,mercedes-benz,c 300,good,4,20823,4wd
26991,2020,ford,fusion,good,4,33920,4wd
26995,2016,ford,f-150,good,4,100825,4wd
25000,2008,cadillac,escalade,good,8,91210,fwd
17974,2018,chevrolet,cruze,good,4,19146,fwd
12900,2011,chrysler,town & country,good,6,96347,fwd
9999,2014,chevrolet,cruze,good,4,76219,fwd
16961,2019,hyundai,elantra,good,4,32649,fwd
48984,2018,jeep,all-new wrangler unlimited,good,4,31708,4wd
15888,2012,mercedes-benz,ml 350,good,6,120904,4wd
16900,2011,bmw,x6 xdrive35i,good,6,110161,4wd
35953,2018,ford,f-150,good,6,25996,4wd
32923,2018,audi,a4,good,4,29512,4wd
20988,2017,jeep,cherokee,good,6,45849,4wd
24942,2016,bmw,x1 xdrive28i,good,4,27784,4wd
34888,2016,chevrolet,silverado 1500,good,8,69960,4wd
19000,2019,subaru,legacy outback,like new,4,21700,4wd
800,1993,other,isuzu trooper ls,fair,6,269000,4wd
975,2000,dodge,dakota,good,4,145000,fwd
17450,2012,dodge,charger,good,8,98083,fwd
22194,2020,kia,sportage,good,4,17925,4wd
26194,2018,mini,cooper hardtop 2 door,good,4,14215,fwd
11500,1994,ford,f350,good,8,80913,fwd
13900,2012,dodge,grand caravan,excellent,6,56029,fwd
18995,2018,nissan,rogue,good,4,49814,fwd
13950,2016,toyota,prius,excellent,4,71126,fwd
14995,2014,honda,cr-v,good,4,133774,fwd
19900,2019,kia,sportage,excellent,4,33874,4wd
29995,2019,nissan,pathfinder,good,4,20676,4wd
11000,2017,ford,fiesta se,excellent,4,53000,fwd
22995,2016,honda,odyssey,good,4,51153,fwd
60000,2016,porsche,cayenne s e-hybrid,good,4,52373,fwd
31995,2019,toyota,highlander,good,4,27483,4wd
39995,2012,ford,f-550,good,4,50740,4wd
16999,2017,kia,soul ev,good,4,14950,fwd
29999,2014,ram,1500 crew cab,good,6,65915,4wd
900,2003,volkswagen,passat,good,4,134000,fwd
27995,2012,chevrolet,silverado,good,4,78015,4wd
19200,2017,chevrolet,equinox awd,excellent,4,47600,4wd
24995,2017,bmw,330i,good,4,32792,fwd
24995,2008,chevrolet,silverado,good,4,109659,4wd
29995,1980,pontiac,trans am,good,4,23179,fwd
22500,2016,dodge,charger,like new,8,45000,rwd
30995,2014,chevrolet,silverado,good,4,95321,4wd
30194,2017,honda,cr-v,good,4,30963,4wd
19194,2015,honda,accord,good,4,45000,fwd
29995,2012,ford,f-550,good,4,118754,4wd
17995,2011,mercedes-benz,e-class,good,4,77778,fwd
29995,2017,acura,mdx,good,4,45320,4wd
48000,2015,audi,rs5,new,8,7165,4wd
9500,1979,chevrolet,c30,good,8,58522,4wd
19995,2017,volkswagen,passat,good,4,22882,fwd
12999,2010,volvo,xc90,good,6,123815,fwd
24995,2016,dodge,charger se awd,like new,6,42422,4wd
39995,2016,toyota,4runner limited,like new,6,77052,4wd
14995,2016,fiat,500x,like new,4,52377,fwd
13995,2016,dodge,journey se,like new,4,51392,fwd
16995,2016,dodge,journey sxt,like new,6,59466,fwd
22995,2016,chevrolet,malibu lt,like new,4,14822,fwd
24995,2017,honda,accord ex-l,like new,6,45318,fwd
27995,2017,jeep,renegade deserthawk sport,like new,4,27679,4wd
11995,2017,kia,rio,like new,4,54037,fwd
17995,2017,nissan,quest sv,like new,6,82003,fwd
29995,2017,mercedes-benz,gla,like new,4,49402,4wd
39995,2017,ford,f-250,like new,8,98899,4wd
23995,2018,jeep,compass sport,like new,4,17801,4wd
14995,2018,nissan,versa sv,like new,4,27751,fwd
19995,2019,kia,optima lx,like new,4,30310,fwd
44995,2019,toyota,tacoma trd off road 4x4,like new,6,21969,4wd
28999,2019,subaru,outback,good,4,23290,fwd
9999,2014,other,Scion iQ,good,4,48218,fwd
25500,2019,dodge,journey,good,4,other,fwd
21975,2018,jeep,renegade,good,4,other,fwd
39175,2016,ram,1500,good,4,other,4wd
12995,2015,chrysler,200,good,4,other,fwd
12000,1981,pontiac,firebird,good,8,34303,rwd
24900,2013,honda,odyssey ex,excellent,6,76794,fwd
41900,2017,lincoln,continental,excellent,6,51500,4wd
41194,2018,ford,explorer,good,6,40057,4wd
43194,2017,ram,1500,good,8,33829,4wd
20950,2014,other,Chevy1500,excellent,8,112319,rwd
15900,2005,ford,other,excellent,10,1,rwd
19500,2015,subaru,wrx,good,4,80000,fwd
18995,2011,chevrolet,silverado,good,4,161541,fwd
23995,2013,chevrolet,silverado,good,4,98238,4wd
23995,2009,chevrolet,silverado,good,4,87648,4wd
14000,1951,chevrolet,other,excellent,6,30000,fwd
18995,2011,ford,transit connect,good,4,125722,fwd
18995,2016,nissan,rogue,good,4,36737,fwd
12995,2015,jeep,renegade,good,4,154022,fwd
14500,2004,ford,f-350,good,8,175000,4wd
26995,2017,subaru,wrx,good,4,33103,fwd
29995,2017,chevrolet,silverado,good,4,110366,4wd
10495,2006,audi,tt,good,6,105000,4wd
11995,2008,toyota,highlander,good,4,115464,4wd
1,2014,dodge,charger,good,4,92000,fwd
85000,2008,other,Freightliner 4x4,like new,8,79342,4wd
25995,2019,gmc,terrain,good,4,27173,fwd
12194,2017,chevrolet,sonic,good,4,58998,fwd
14194,2015,toyota,corolla,good,4,63210,fwd
11500,1999,ram,deisel cummins 2500,good,6,174600,4wd
14495,2014,chevrolet,equinox,good,4,75214,fwd
22400,2008,ford,f250 super duty xlt,excellent,8,77185,4wd
25500,2015,dodge,charger,good,4,31964,fwd
9995,2013,honda,civic,good,4,122295,fwd
21499,2015,toyota,sienna,excellent,6,68000,fwd
10995,2010,subaru,outback,good,4,145012,fwd
20995,2010,ford,f-150,good,4,108352,4wd
7995,2008,nissan,quest,good,4,103107,fwd
4000,2019,subaru,legacy outback wagon,like new,4,21751,4wd
20194,2016,mercedes-benz,b-class,good,4,14494,fwd
16194,2016,kia,rio,good,4,14073,fwd
18194,2016,ford,taurus,good,6,84521,4wd
28194,2016,audi,a3 e-tron,good,4,36606,fwd
14499,2017,kia,soul ev,good,4,32590,fwd
26900,2015,chevrolet,silverado,good,4,30910,fwd
9900,2008,nissan,juke sv,excellent,4,129000,4wd
26900,2015,lexus,nx 200t,good,4,59344,4wd
29100,2017,chevrolet,colorado,good,6,43152,4wd
6500,2017,fiat,500,good,4,36010,fwd
15995,2013,honda,civic,good,4,66842,fwd
30499,2017,bmw,430i,good,4,32214,rwd
12995,2014,ford,c-max hybrid,good,4,62948,fwd
29995,2014,jeep,wrangler unlimited,good,6,41660,4wd
34499,2018,jaguar,e-pace,good,4,30791,4wd
48900,2017,toyota,sienna le,like new,6,6671,fwd
0,2018,subaru,legacy,good,4,22687,fwd
21999,2017,bmw,530i xdrive,good,4,134284,4wd
19450,2020,toyota,corolla,good,4,16900,fwd
11194,2015,volkswagen,passat,good,4,107635,fwd
27194,2015,nissan,xterra,good,6,47158,4wd
62900,2020,toyota,sienna,new,6,18,fwd
20995,2019,dodge,grand caravan,good,4,40599,fwd
20995,2019,dodge,grand caravan,good,4,31183,fwd
400,2004,chevrolet,venture,good,4,162000,fwd
2500,2002,mercury,mountaineer,good,4,269000,fwd
18999,2008,ford,f150 supercrew cab,good,8,75967,4wd
18995,2019,dodge,grand caravan,good,4,46637,fwd
19995,2012,ford,f-350,good,4,118183,4wd
17999,2013,mercedes-benz,e-class,good,6,105000,fwd
19995,2018,jeep,cherokee,good,4,39837,fwd
10995,2002,chevrolet,astro van,good,4,108539,4wd
21991,2020,kia,soul,good,4,2779,fwd
16995,2013,honda,odyssey,good,4,108260,fwd
20991,2017,kia,niro,good,4,47716,fwd
18495,2013,dodge,durango,good,4,87020,fwd
17995,2013,bmw,528xi,good,4,71143,fwd
22995,2012,chevrolet,tahoe,good,4,109937,4wd
25999,2018,volkswagen,golf alltrack awd,like new,4,11337,4wd
16499,2018,toyota,corolla le,excellent,4,31108,fwd
8999,2012,toyota,yaris le,good,4,79593,fwd
53499,2016,ram,2500 laramie,excellent,8,87711,4wd
17699,2018,nissan,altima s 2.5,excellent,4,21713,fwd
11991,2015,kia,rio,good,4,44220,fwd
28999,2017,mercedes-benz,gla 250awd,excellent,4,25432,4wd
31995,2020,subaru,legacy limited awd,excellent,4,6948,4wd
24995,2020,honda,hr-v sport awd,excellent,4,12,4wd
23995,2013,ford,f-150,good,4,58093,4wd
30995,2017,rover,discovery hse,excellent,4,59904,4wd
26999,2012,ford,f150 supercrew cab,good,6,102325,4wd
24999,2012,toyota,tacoma access cab,good,6,112965,4wd
12995,2015,kia,optima lx,excellent,4,93496,fwd
11991,2018,ford,fiesta,good,4,45368,fwd
6500,2011,buick,other,excellent,6,132251,fwd
24995,1966,ford,mustang,good,4,43717,fwd
5500,1991,chevrolet,gmt-400,good,4,181256,fwd
25900,2019,ram,promaster city wagon,good,4,8750,fwd
22999,2017,volkswagen,golf gti,good,4,57175,fwd
39999,2018,chevrolet,silverado 1500,good,8,48486,4wd
20493,2019,dodge,grand caravan,good,6,10885,fwd
30995,2014,ram,1500,good,8,87431,4wd
14991,2017,chevrolet,cruze,good,4,53902,fwd
10995,2010,subaru,outback,good,4,145012,fwd
17954,2017,mazda,mazda6,good,4,27568,fwd
0,2018,ford,f-150,good,6,33649,rwd
22995,2014,mazda,mx-5 miata,good,4,6831,rwd
27995,2019,jeep,compass,good,4,16919,4wd
9000,2014,volkswagen,passat,good,4,119555,fwd
31799,2019,nissan,murano,good,6,24616,4wd
20999,2019,nissan,altima,good,4,36168,fwd
25996,2015,dodge,charger,good,6,12089,4wd
29955,2019,kia,sorento,good,6,22327,4wd
34995,2018,ram,1500,good,6,27488,4wd
29995,2018,honda,cr-v,good,4,26210,4wd
34943,2017,chevrolet,silverado 1500,good,8,78428,4wd
31499,2019,mini,cooper countryman,good,4,8387,4wd
32900,2018,jeep,wrangler jk unlimited,good,6,25257,4wd
28200,2019,dodge,charger,good,6,12651,rwd
14500,1982,jeep,scrambler cj8,excellent,6,145000,4wd
17995,2016,chevrolet,malibu,good,4,64201,fwd
33995,2016,subaru,wrx sti,good,4,57512,4wd
28888,2019,dodge,charger,good,6,36334,rwd
20999,2016,jeep,cherokee,good,4,57696,4wd
37988,2016,gmc,sierra 1500,good,8,37360,4wd
14999,2006,jeep,wrangler,good,6,131115,4wd
46964,2019,infiniti,qx80,good,8,42596,4wd
34943,2020,infiniti,qx60,good,6,7083,4wd
34943,2020,dodge,charger,good,6,5402,4wd
13100,2014,jeep,cherokee,good,4,93000,fwd
12499,2016,toyota,prius,good,4,78000,fwd
5500,2008,mazda,3,good,4,87000,fwd
22799,2004,chevrolet,silverado,good,4,101000,fwd
3850,2010,jeep,patriot sport,good,4,216650,4wd
25000,2011,ram,1500 4x4,good,4,87000,fwd
9700,2018,mitsubishi,mirage es,excellent,3,43700,fwd
0,2021,chevrolet,traverse,new,6,19,fwd
32900,2018,dodge,grand caravan,excellent,6,49980,fwd
34900,2019,jeep,wrangler unlimited,good,4,24536,4wd
26000,2021,jeep,compass,good,4,4347,4wd
12995,2014,ford,c-max hybrid,good,4,62948,fwd
29995,2014,jeep,wrangler unlimited,good,6,41660,4wd
17250,2006,ford,f250 diesel,good,4,77000,fwd
17250,2006,ford,f250 diesel,good,4,77000,fwd
25810,2016,ram,1500,good,8,137608,4wd
24995,2019,toyota,camry,good,4,16181,fwd
28995,2018,toyota,camry,good,4,27936,fwd
24888,2015,acura,mdx,good,6,52216,fwd
29999,2018,nissan,pathfinder,good,6,32047,fwd
39999,2014,jeep,grand cherokee,good,8,112123,4wd
34995,2015,ram,1500,good,8,71225,4wd
30995,2014,ram,1500,good,8,87431,4wd
8950,2012,ford,flex,excellent,6,157614,fwd
28888,2020,mercedes-benz,gla 250,good,4,25734,4wd
33999,2018,jeep,grand cherokee,good,6,43013,4wd
4500,2007,mazda,rx8,like new,4,145000,rwd
15999,2010,nissan,titan crew cab,good,8,184555,4wd
32999,2018,audi,q5,good,4,34527,4wd
32996,2015,chevrolet,silverado 1500,good,8,70149,4wd
42194,2018,ford,f-150,good,6,25776,4wd
44194,2017,ford,f-150,good,6,61620,4wd
46194,2019,chevrolet,silverado 1500,good,8,7055,4wd
19999,2007,toyota,tundra crewmax,good,8,161334,4wd
49900,2019,dodge,grand caravan,new,6,26,fwd
78900,2020,toyota,sienna xle,new,6,24,fwd
12900,2014,kia,sorento,good,4,69541,fwd
24995,2008,ford,f450 super duty crew,good,4,153177,fwd
25900,2016,jeep,wrangler,good,4,72132,4wd
34995,2012,ford,f-550,good,4,76114,4wd
15900,2013,jeep,grand cherokee,good,4,113000,4wd
24995,2013,chevrolet,silverado,good,4,117794,4wd
18900,2018,hyundai,santa fe,good,4,69597,fwd
39995,2019,nissan,armada,good,4,39935,4wd
15900,2014,honda,cr-v,good,4,151500,4wd
11900,2016,honda,fit,good,4,100399,fwd
9995,2012,subaru,legacy,good,4,128009,fwd
16991,2018,kia,rio,good,4,19010,fwd
15995,2010,ford,e-350,good,4,130626,fwd
32900,2015,chevrolet,silverado 1500,good,4,112081,4wd
14995,2012,ford,e-350,good,4,117091,fwd
9200,2014,nissan,rogue s,excellent,4,60000,fwd
10991,2016,ford,focus,good,4,45519,fwd
27999,2013,lexus,gs 350 awd,excellent,6,63629,4wd
27999,2013,ford,f-150 king ranch,good,6,100458,4wd
17999,2020,kia,soul lx,like new,4,8908,fwd
19995,2006,ford,f-550,good,4,129149,4wd
26999,2008,other,Hummer H2 SUT Luxury,good,8,117981,4wd
39999,2018,gmc,sierra 2500 hd,good,8,23884,4wd
25999,2014,ford,f-150 stx,good,8,116773,4wd
19995,2005,ford,f-550,good,4,121779,4wd
19499,2017,ford,fusion titanium,excellent,4,46686,4wd
14999,2014,ford,taurus limited awd,good,6,57908,4wd
23999,2013,chevrolet,tahoe ltz,good,8,95000,4wd
29600,2015,ram,1500 slt,excellent,8,66366,4wd
19499,2014,cadillac,ats awd,excellent,6,76518,4wd
29999,2018,bmw,x1 x,excellent,4,14999,4wd
33995,2017,nissan,titan,good,4,13773,fwd
26995,2009,chevrolet,silverado,good,4,128701,4wd
11991,2014,hyundai,elantra coupe,good,4,68658,fwd
30194,2020,subaru,forester,good,4,20060,4wd
44194,2020,dodge,durango,good,8,23461,4wd
24995,2013,ford,f-250,good,4,101462,4wd
19993,2016,buick,enclave,good,6,106191,4wd
9995,2013,honda,civic,good,4,122295,fwd
18995,2012,ford,explorer,good,4,101092,fwd
27900,2018,honda,cr-v,good,4,30992,4wd
0,2004,chevrolet,trailblazer,good,6,101795,4wd
26995,2011,chevrolet,silverado,good,4,93150,4wd
24500,2020,buick,encore,good,4,12114,4wd
36700,2019,chevrolet,colorado,good,6,34571,4wd
22995,2014,mazda,mx-5 miata,good,4,6831,rwd
8992,2013,chevrolet,sonic,good,4,94880,fwd
10495,2007,audi,q7,good,4,116828,fwd
27995,2019,jeep,compass,good,4,16919,4wd
14599,2017,chevrolet,cruze,good,4,17130,fwd
7500,2008,chevrolet,hhr,good,4,91053,fwd
34995,2018,ram,1500,good,6,27488,4wd
34499,2017,nissan,armada,good,8,75014,4wd
20991,2011,gmc,yukon,good,8,135636,4wd
29995,2018,honda,cr-v,good,4,26210,4wd
17995,2016,chevrolet,malibu,good,4,64201,fwd
21944,2019,chevrolet,malibu,good,4,22086,fwd
27972,2019,chrysler,300-series,good,6,33015,4wd
27972,2018,dodge,charger,good,6,58389,4wd
32999,2017,lexus,rx 350,good,6,53353,4wd
36220,2020,dodge,challenger,good,6,5038,4wd
10995,2012,jeep,patriot,good,4,161471,4wd
27199,2020,chevrolet,equinox,good,4,3191,4wd
33995,2016,subaru,wrx sti,good,4,57512,4wd
16977,2017,chevrolet,trax,good,4,7113,4wd
29499,2020,jeep,cherokee,good,6,14240,4wd
21999,2018,bmw,320i xdrive,good,4,64607,4wd
48984,2020,ram,2500,good,8,25113,4wd
53935,2020,ram,1500,good,8,24080,4wd
32923,2020,jeep,grand cherokee,good,6,13692,4wd
34995,2014,chevrolet,silverado 1500,like new,8,61100,4wd
34995,2012,ram,2500 laramie longhorn,like new,6,165093,4wd
21900,2018,mini,cooper hardtop 2 door,good,4,15609,fwd
28500,2018,jeep,grand cherokee,good,6,31566,4wd
12995,2014,ford,c-max hybrid,good,4,62948,fwd
47999,2016,ram,2500 crew cab,good,6,63823,4wd
15999,2015,mazda,cx-5,good,4,93597,fwd
7995,2006,chevrolet,equinox,good,6,179803,4wd
26980,2017,mini,cooper countryman,good,4,13095,4wd
24995,2019,toyota,camry,good,4,16181,fwd
18500,2012,ram,1500,excellent,4,80000,4wd
9900,2007,dodge,dakota,good,6,136151,4wd
16988,2014,ford,taurus,good,6,53202,4wd
26499,2020,ford,escape,good,3,10,4wd
28995,2018,toyota,camry,good,4,27936,fwd
34995,2015,ram,1500,good,8,71225,4wd
36499,2020,dodge,challenger,good,6,8378,4wd
23999,2020,chevrolet,equinox,good,4,42850,4wd
15799,2018,kia,forte,good,4,12394,fwd
19999,2019,chevrolet,malibu,good,4,29188,fwd
2300,2002,gmc,envoy xl,good,6,205000,4wd
0,2019,ford,f-350 super duty lariat li,good,8,51450,4wd
0,2019,ford,f-250 super duty lariat li,good,8,34613,4wd
21995,2014,ford,f-150,good,4,186751,4wd
27995,2013,ford,f-150,good,4,19928,4wd
29995,2017,jeep,grand cherokee,good,4,52880,4wd
19995,2018,jeep,cherokee,good,4,39837,fwd
11992,2015,dodge,dart,good,4,1,fwd
39995,2015,ram,2500,good,4,115148,4wd
18991,2018,mazda,mazda3 4-door,good,4,21890,fwd
19995,2012,ford,f-350,good,4,118183,4wd
25995,2019,volkswagen,tiguan se awd,excellent,4,19237,4wd
22995,2019,nissan,rogue,good,4,13966,4wd
74995,2016,chevrolet,corvette z06,excellent,8,7148,rwd
18995,2018,kia,soul,good,4,12905,fwd
30995,2015,ford,f-150,good,4,105993,4wd
15995,2013,ford,expedition,good,4,131554,4wd
39995,2018,dodge,grand caravan,like new,6,46422,fwd
18888,2018,kia,optima,good,4,27838,fwd
26194,2018,buick,regal tourx,good,4,33714,4wd
25995,2019,jeep,compass,good,4,23990,4wd
23999,2019,dodge,charger,good,6,21529,rwd
34995,2018,bmw,430i,good,4,21297,fwd
21900,2009,chevrolet,express cargo van,good,8,100851,rwd
23900,2005,chevrolet,corvette,good,8,43242,rwd
32900,2018,bmw,430i xdrive,like new,4,19609,4wd
18995,2018,jeep,renegade,good,4,30701,fwd
18500,2019,jeep,compass,good,4,13292,fwd
29995,2013,ram,1500,good,4,85931,4wd
14995,2009,bmw,x3,good,4,86596,fwd
15888,2012,mercedes-benz,ml 350,good,6,120904,4wd
34900,2020,jeep,grand cherokee,good,6,13704,4wd
13995,2018,ford,fiesta,good,4,42033,fwd
24991,2018,volkswagen,passat,good,6,19574,fwd
27995,2011,chevrolet,silverado,good,4,92286,4wd
28888,2019,infiniti,q70,good,6,32189,4wd
22995,2014,mazda,mx-5 miata,good,4,6831,rwd
33999,2018,bmw,x2 xdrive28i,good,4,16975,4wd
27995,2019,jeep,compass,good,4,16919,4wd
26600,2020,jeep,renegade,good,4,4079,4wd
19991,2014,dodge,durango,good,6,115532,rwd
27555,2016,ford,flex,good,6,33191,4wd
38983,2020,gmc,acadia,good,6,6559,4wd
41914,2019,ram,all-new 1500,good,8,28820,4wd
25499,2019,volkswagen,tiguan,good,4,8766,4wd
34995,2018,ram,1500,good,6,27488,4wd
29995,2018,honda,cr-v,good,4,26210,4wd
30700,2017,chevrolet,silverado 1500,good,8,78705,4wd
17988,2017,mini,cooper clubman,good,3,47253,4wd
9996,2008,chevrolet,express passenger,good,8,195850,4wd
23999,2018,chrysler,300,good,6,58609,fwd
21999,2014,ford,explorer,good,6,104656,4wd
10999,2009,cadillac,cts,good,6,126448,fwd
6999,2007,dodge,caliber,good,4,107888,fwd
0,2014,ford,escape,good,4,66592,4wd
12999,2013,nissan,rogue,good,4,93299,fwd
43999,2015,chevrolet,silverado,good,8,53600,4wd
14999,2008,rover,sport,good,8,110854,4wd
12999,2012,toyota,rav4,good,4,141429,4wd
