Price,Year,Make,Model,Condition,Engine Cylinders,Odometer,Driven Wheels
8000,2013,kia,soul,excellent,4,89800,fwd
12499,2018,ford,focus se,excellent,4,69319,fwd
26990,2018,gmc,acadia sle-2 sport utility,good,6,26514,fwd
21990,2018,chevrolet,express 2500,excellent,6,69000,rwd
24990,2020,mitsubishi,outlander gt sport,good,4,28945,4wd
36590,2020,gmc,acadia denali sport utility,good,6,33026,fwd
30990,2020,gmc,acadia slt sport utility 4d,good,6,35200,fwd
66998,2020,ford,f-150 limited,excellent,4,10966,fwd
24590,2018,lincoln,mkz select sedan 4d,good,4,16081,fwd
33998,2017,ford,explorer limited,excellent,4,42037,fwd
20990,2020,kia,soul s wagon 4d,good,4,2421,fwd
23990,2019,acura,ilx premium pkg sedan 4d,good,4,7281,fwd
8990,2013,other,smart fortwo Passion Hatchback,good,4,59072,rwd
35590,2017,lincoln,navigator l select sport,good,6,76216,4wd
52990,2020,jaguar,e-pace p300 r-dynamic se,good,4,79,fwd
16000,1969,pontiac,other,good,4,45000,fwd
5250,2003,chevrolet,trailblazer,good,6,221000,fwd
33994,2020,ford,ranger xlt 4wd,good,4,4,fwd
20998,2018,toyota,camry xle,excellent,4,55610,fwd
17590,2015,volvo,s60 t5 premier sedan 4d,good,4,63512,fwd
19291,2018,chevrolet,impala premier,good,4,42312,fwd
36590,2020,volvo,s60 t6 r-design sedan 4d,good,4,18506,fwd
33590,2019,volvo,s60 t6 r-design sedan 4d,good,4,10742,fwd
35990,2020,volvo,s60 t6 inscription sedan,good,4,11878,fwd
37998,2018,ford,f-150 xlt,excellent,4,49103,fwd
38590,2019,volvo,s60 t8 r-design sedan 4d,good,4,14054,fwd
5500,2009,audi,a5,excellent,6,211000,fwd
3000,2006,chevrolet,trailblazer,good,4,124095,fwd
32590,2018,alfa-romeo,romeo stelvio sport suv 4d,good,4,14863,fwd
45590,2020,acura,mdx advance pkg sport,good,6,3687,fwd
25590,2020,buick,encore gx select sport,good,4,1113,fwd
29590,2018,lincoln,continental select sedan,good,6,33047,fwd
27590,2018,infiniti,qx60,good,6,41119,fwd
21250,2002,ford,thunderbird,like new,8,15962,fwd
30990,2015,toyota,tacoma double cab,good,6,34375,fwd
16990,2016,kia,forte koup ex coupe 2d,good,4,17631,fwd
16350,2013,ford,econoline cargo,good,8,83000,rwd
4100,2004,nissan,armada,good,8,226000,4wd
39590,2019,chevrolet,silverado 1500 crew,good,4,21014,4wd
20995,2011,chevrolet,silverado 1500 ltz crew cab 4wd,good,4,137701,4wd
25995,2015,chevrolet,silverado 1500 lt crew cab 4wd,good,4,151681,4wd
31995,2014,chevrolet,silverado 1500 2lt crew cab long box 4wd,good,4,66738,4wd
9000,1974,cadillac,eldorado,good,4,92110,fwd
13990,2014,ford,escape titanium,good,4,92706,fwd
6990,2012,dodge,grand caravan se,good,4,136185,fwd
13890,2016,chevrolet,malibu limited lt,good,4,67334,fwd
37990,2016,chevrolet,camaro ss coupe 2d,good,8,9704,rwd
8750,2006,subaru,outback,excellent,4,92000,4wd
24590,2017,chevrolet,silverado 1500 regular,good,6,40784,fwd
31590,2020,mazda,mx-5 miata club,good,4,2195,rwd
3000,1996,ford,ranger,good,4,100000,fwd
2650,1998,honda,accord,good,4,156000,fwd
29990,2017,jeep,wrangler sport suv 2d,good,6,22947,4wd
25990,2014,gmc,sierra 1500 regular cab,good,6,15575,fwd
16500,2013,ford,escape sel,excellent,4,51500,fwd
27990,2014,toyota,tacoma access cab pickup,good,4,17805,fwd
13500,2015,gmc,acadia slt,good,4,111073,fwd
23000,2010,jeep,wrangler unlimited,excellent,6,112000,4wd
29990,2016,chevrolet,colorado extended cab,good,6,17302,4wd
33990,2018,ford,f150 super cab xl pickup 4d,good,6,13670,fwd
32990,2017,jeep,wrangler unlimited sahara,good,6,24674,4wd
14900,1999,jeep,wrangler,good,6,140212,4wd
39590,2020,ford,mustang gt premium coupe 2d,good,8,1419,rwd
36590,2020,gmc,sierra 1500 double cab,good,6,3592,4wd
39990,2019,nissan,370z nismo coupe 2d,good,6,8373,rwd
36990,2015,chevrolet,tahoe lt sport utility,good,8,51677,fwd
36990,2018,toyota,4runner sr5 sport utility,good,6,21415,4wd
30990,2017,toyota,tundra double cab sr,good,8,41124,fwd
2500,2000,ford,mustang,excellent,6,80000,fwd
2500,1994,ram,other,fair,6,123000,rwd
10990,2013,ford,edge sel,good,4,152061,fwd
27990,2020,ford,ranger supercab xl pickup,good,4,10688,fwd
34590,2016,chevrolet,silverado 1500 double,good,6,29499,4wd
26990,2016,ford,f150 regular cab xl pickup,good,6,14230,fwd
11750,2011,chevrolet,tahoe,good,8,170000,rwd
24590,2013,gmc,sierra 1500 extended cab slt,good,8,80318,fwd
25990,2019,ram,1500 classic regular cab,good,8,12302,fwd
36590,2019,chevrolet,silverado 1500 crew,good,8,7619,fwd
12000,1998,ford,f800,good,6,169901,rwd
13500,2012,honda,odyssey,excellent,6,138258,fwd
37990,2010,chevrolet,corvette grand sport,good,8,56302,rwd
26990,2016,mazda,mx-5 miata grand touring,good,4,7512,rwd
23990,2016,chevrolet,silverado 1500 regular,good,6,41568,fwd
8700,1979,lincoln,town car,excellent,8,23000,rwd
2650,2007,ford,crown victoria police,good,8,243000,fwd
16990,2010,cadillac,escalade 4wd,excellent,8,155000,4wd
22990,2012,toyota,tacoma access cab pickup,good,4,37725,fwd
29990,2017,jeep,wrangler sport suv 2d,good,6,28680,4wd
15990,2013,ford,explorer,excellent,6,87000,4wd
36990,2017,ford,f150 supercrew cab xlt,good,6,15443,4wd
25990,2017,infiniti,qx60,excellent,6,68000,4wd
12900,2013,ford,f-150,good,8,216000,4wd
15900,2013,toyota,highlander,like new,6,120000,fwd
29590,2017,ford,expedition xlt sport,good,6,70760,4wd
36990,2018,jeep,wrangler unlimited all new,good,4,5933,4wd
22590,2013,ford,f150 super cab xl pickup 4d,good,6,14169,fwd
11990,2015,chevrolet,equinox lt,good,4,128273,fwd
37990,2019,ford,mustang gt coupe 2d,good,8,337,rwd
29990,2012,toyota,tacoma double cab pickup,good,6,43182,4wd
32990,2011,bmw,z4 sdrive35is roadster 2d,good,4,45858,rwd
7000,1996,other,1996 s10 ss,good,6,200000,rwd
31990,2019,acura,rdx sport utility 4d,good,4,16370,fwd
26990,2018,acura,rdx technology and,good,6,30386,fwd
33590,2019,alfa-romeo,romeo giulia ti sedan 4d,good,4,12442,fwd
2000,1995,chevrolet,s10,fair,6,159000,rwd
9990,2014,chrysler,town & country touring,good,4,116455,fwd
15590,2016,other,Scion iM Hatchback 4D,good,4,32573,fwd
21990,2018,hyundai,sonata limited sedan 4d,good,4,14945,fwd
16590,2015,hyundai,sonata sport sedan 4d,good,4,26655,fwd
2650,2005,lincoln,town car,good,8,176000,rwd
6500,1986,chevrolet,k10 4x4,good,8,123456,4wd
32590,2018,bmw,x3 xdrive30i sport utility,good,4,28118,fwd
40590,2018,lexus,rx 350l sport utility 4d,good,6,9173,fwd
29990,2018,lexus,nx 300 sport utility 4d,good,4,15923,fwd
25500,2016,ford,explorer,like new,6,98000,4wd
27900,2014,jeep,wrangler,excellent,6,117834,4wd
13690,2014,honda,cr-v ex,good,4,103669,fwd
4850,2002,gmc,yukon xl slt,good,8,220000,4wd
26900,2014,jeep,wrangler,like new,6,64700,4wd
24900,2012,jeep,wrangler,excellent,6,113761,4wd
20590,2013,acura,mdx sport utility 4d,good,6,77087,fwd
23900,2015,jeep,wrangler,excellent,6,77785,4wd
25990,2018,volvo,s60 t5 inscription sedan,good,4,22834,fwd
36590,2019,other,Genesis G70 3.3T Dynamic Edition,good,4,33278,rwd
1500,1983,other,1983 Mustange Convertible,fair,6,48580,rwd
40590,2019,ford,f250 super duty regular cab,good,8,9313,4wd
36590,2019,gmc,sierra 1500 limited double,good,8,14222,4wd
46990,2014,chevrolet,corvette stingray,good,8,16966,rwd
36900,other,other,olet Express Commercial Cutaway,good,8,71931,rwd
11900,2013,toyota,avalon ylimited,excellent,4,132000,fwd
27590,2013,toyota,tacoma access cab pickup,good,4,43937,4wd
25990,2017,toyota,tacoma access cab sr,good,4,22820,fwd
25590,2018,lincoln,mkz reserve hybrid sedan,good,4,33467,fwd
12500,2011,ford,f150 lariat,good,4,197000,fwd
14200,2016,gmc,terrain slt 2wd,excellent,6,135000,fwd
9990,2013,ford,escape se 4wd,excellent,4,111000,4wd
14400,2017,jeep,cherokee latitude 2wd,excellent,4,105000,fwd
64900,other,other,500,good,6,12338,4wd
40590,2019,ram,1500 crew cab big horn,good,8,16931,4wd
27990,2014,ram,1500 crew cab laramie pickup,good,8,83987,fwd
35590,2018,ram,1500 crew cab big horn,good,6,22805,4wd
13900,2019,buick,encore,excellent,4,26000,fwd
33590,2020,acura,rdx sport utility 4d,good,4,13623,fwd
27590,2018,acura,rdx sport utility 4d,good,6,22873,fwd
27590,2018,alfa-romeo,romeo giulia sedan 4d,good,4,11007,fwd
7500,2012,chrysler,town and country,good,6,133000,fwd
19995,2011,jeep,wrangler right hand drive,good,4,87857,4wd
14990,2016,other,Scion iM Hatchback 4D,good,4,65203,fwd
12990,2014,other,Scion xD Hatchback 4D,good,4,81350,fwd
17590,2016,hyundai,sonata se sedan 4d,good,4,9570,fwd
32590,2017,lexus,rx 350 sport utility 4d,good,4,23572,fwd
39590,2020,bmw,x3 sdrive30i sport utility,good,4,8396,rwd
30990,2018,lexus,nx 300h sport utility 4d,good,4,27205,fwd
19000,2013,gmc,sierra,excellent,8,172699,4wd
39990,2019,other,Genesis G70 3.3T Advanced Sedan,good,4,11717,rwd
38990,2020,acura,mdx sport utility 4d,good,4,2512,fwd
35990,2020,volvo,s60 t6 inscription sedan,good,4,11878,fwd
19500,2013,jeep,wrangler,excellent,6,124055,4wd
53700,other,other,ierra 1500,good,8,35676,4wd
58500,1933,ford,coupe,good,4,5830,fwd
7500,2011,mazda,2,good,4,78000,fwd
18590,2017,toyota,camry le sedan 4d,good,4,30223,fwd
15590,2016,kia,soul wagon 4d,good,4,23972,fwd
40590,2018,jeep,wrangler unlimited all new,good,6,22092,4wd
50980,other,other,olet Silverado 2500HD,good,8,50954,4wd
23990,2017,lincoln,mkz reserve sedan 4d,good,4,28565,fwd
21990,2013,toyota,tacoma access cab,good,4,77018,fwd
25990,2016,toyota,tacoma access cab sr5,good,4,79393,fwd
31995,2016,chevrolet,silverado 1500 lt crew cab long box 4wd,good,4,94526,4wd
8750,2006,subaru,outback,excellent,4,92000,4wd
9995,2011,toyota,prius prius v,good,4,104087,fwd
27995,2014,ram,1500 sport crew cab lwb 4wd,good,4,86325,4wd
29995,2016,jeep,wrangler unlimited sport 4wd,good,4,65203,4wd
26995,2014,ford,f-150 xl supercrew 6.5-ft. bed 4wd,good,4,119981,4wd
26995,2017,ford,f-150 xl supercrew 5.5-ft. bed 4wd,good,4,142288,4wd
25995,2014,chevrolet,silverado 1500 work truck 2wt crew cab long box 4w,good,4,91852,4wd
32995,2018,chevrolet,silverado 1500 ls crew cab long box 4wd,good,4,82233,4wd
26990,2017,infiniti,qx60,good,6,40529,fwd
41590,2020,buick,enclave avenir sport,good,6,29010,fwd
3500,2006,nissan,altima,good,6,287000,fwd
29590,2019,alfa-romeo,romeo stelvio ti sport,good,4,60984,fwd
35590,2019,ram,1500 crew cab big horn,good,6,68032,4wd
39990,2019,ram,1500 crew cab big horn,good,6,19381,4wd
39590,2019,ram,1500 crew cab big horn,good,6,22154,4wd
24900,2012,jeep,wrangler,excellent,6,113761,4wd
26900,2014,jeep,wrangler,like new,6,64700,4wd
9500,2011,hyundai,genesis coupe 3.8,excellent,4,100038,fwd
29990,2017,alfa-romeo,romeo giulia ti sedan 4d,good,4,17703,rwd
8990,2013,other,smart fortwo Passion Hatchback,good,4,59072,rwd
23990,2018,acura,rdx sport utility 4d,good,6,49760,fwd
16900,2006,ford,f350 super duty,good,4,123549,fwd
21250,2002,ford,thunderbird,like new,8,15962,fwd
21990,2020,hyundai,sonata se sedan 4d,good,4,13793,fwd
15590,2016,other,Scion iM Hatchback 4D,good,4,41036,fwd
12590,2012,other,Scion xD Hatchback 4D,good,4,60589,fwd
29590,2017,bmw,x3 xdrive35i sport utility,good,4,26761,fwd
31590,2017,lexus,rx 350 sport utility 4d,good,6,28185,fwd
34990,2020,lexus,nx 300 sport utility 4d,good,4,12161,fwd
39590,2020,chevrolet,silverado 1500 crew,good,8,19160,fwd
26990,2017,nissan,titan single cab sv,good,8,41335,4wd
27990,2018,nissan,frontier crew cab pro-4x,good,6,37332,4wd
33590,2014,gmc,sierra 1500 crew cab slt,good,8,57923,fwd
0,2021,hyundai,kona,excellent,4,1517,fwd
17000,2019,chevrolet,impala lt,good,4,39000,fwd
31990,2017,jeep,wrangler sport s utility 2d,good,6,891,4wd
27990,2012,gmc,sierra 2500 hd extended cab,good,8,68696,4wd
29990,2016,chevrolet,colorado extended cab,good,6,17302,4wd
37590,2019,ford,f150 supercrew cab xl,good,6,8663,fwd
0,2018,toyota,highlander,excellent,6,42661,fwd
0,2011,mercedes-benz,s-class,good,8,87488,rwd
18700,2012,gmc,4wd z71,like new,8,90000,4wd
19000,2011,chevrolet,silverado 1500,good,8,187700,4wd
9800,2004,chevrolet,silverado z71 4x4,good,8,218088,4wd
27990,2019,ford,mustang ecoboost coupe 2d,good,4,11032,rwd
27990,2014,toyota,tacoma access cab pickup,good,4,17805,fwd
10500,2007,ford,f-150,excellent,8,183000,4wd
16990,2016,kia,forte koup ex coupe 2d,good,4,17631,fwd
19990,2017,subaru,legacy,good,4,10309,fwd
0,2018,mercedes-benz,e-class,good,4,17193,rwd
0,2013,mercedes-benz,m-class,good,6,94809,rwd
0,2017,ford,expedition el,good,6,82254,rwd
37990,2016,chevrolet,camaro ss coupe 2d,good,8,9704,rwd
31590,2020,mazda,mx-5 miata club,good,4,2195,rwd
30990,2019,ford,ranger supercrew xl pickup,good,4,1834,fwd
33590,2014,toyota,tundra crewmax sr5 pickup,good,4,55251,fwd
6900,2010,chevrolet,malibu lt,excellent,6,143978,fwd
31590,2017,jeep,wrangler unlimited sport,good,6,30577,4wd
12500,2015,kia,soul,excellent,4,51752,fwd
34590,2018,ford,f150 super cab xl pickup 4d,good,6,20856,fwd
30590,2016,toyota,tacoma double cab sr5,good,4,30176,fwd
25590,2015,gmc,sierra 1500 regular cab,good,6,35290,fwd
27990,2020,ford,ranger supercab xl pickup,good,4,10688,fwd
36990,2015,chevrolet,tahoe lt sport utility,good,8,51677,fwd
26990,2016,ford,f150 regular cab xl pickup,good,6,14230,fwd
31590,2019,cadillac,xt4 sport suv 4d,good,4,12102,fwd
0,2018,nissan,altima,excellent,4,68043,fwd
0,2016,gmc,sierra 1500,excellent,8,185897,4wd
35,2006,chevrolet,trailblazer,good,4,161000,fwd
4500,1997,gmc,sonoma sls,excellent,6,200500,4wd
8500,2011,nissan,quest s,like new,6,121000,fwd
8800,2012,hyundai,sonata limited,excellent,4,107534,fwd
3900,2009,honda,pilot,good,4,228000,fwd
17000,2003,chevrolet,silverado 2500hd,good,8,233000,4wd
28590,2017,ram,1500 quad cab express pickup,good,4,41816,4wd
16590,2016,jeep,renegade sport suv 4d,good,4,35835,4wd
38590,2011,chevrolet,corvette grand sport,good,8,30237,rwd
24590,2017,chevrolet,silverado 1500 regular,good,6,40784,fwd
8000,2002,ford,f-150,good,8,219000,4wd
3200,2008,mercedes-benz,benz c300,good,4,118000,fwd
24590,2013,gmc,sierra 1500 extended cab slt,good,8,80318,fwd
36990,2016,gmc,sierra 2500 hd double cab,good,8,23190,4wd
0,2018,gmc,sierra 1500,excellent,8,61247,4wd
0,2020,dodge,charger,excellent,8,8428,rwd
25990,2019,ram,1500 classic regular cab,good,8,12302,fwd
30990,2017,toyota,tundra double cab sr,good,8,41124,fwd
5500,2008,dodge,grand caravan,excellent,6,174651,fwd
34590,2016,chevrolet,silverado 1500 double,good,6,29499,4wd
0,2015,honda,pilot,excellent,6,117034,fwd
27990,2017,chevrolet,colorado extended cab,good,4,22120,fwd
9500,2010,honda,pilot ex,excellent,6,166129,4wd
29990,2017,jeep,wrangler sport suv 2d,good,6,28680,4wd
34990,2017,gmc,sierra 1500 double cab sle,good,8,31728,4wd
29500,2017,jaguar,f-pace,excellent,4,68000,fwd
22990,2012,toyota,tacoma access cab pickup,good,4,37725,fwd
26990,2014,chevrolet,silverado 1500 crew,good,6,63129,fwd
33990,2017,ford,mustang gt coupe 2d,good,8,9788,rwd
36990,2017,ford,f150 supercrew cab xlt,good,6,15443,4wd
9000,1972,chevrolet,c20,good,8,121000,rwd
26590,2020,honda,civic si coupe 2d,good,4,9954,fwd
29590,2017,ford,expedition xlt sport,good,6,70760,4wd
21590,2018,honda,civic ex sedan 4d,good,4,7885,fwd
18990,2018,honda,civic lx sedan 4d,good,4,31419,fwd
20288,2015,mercedes-benz,glk,good,6,48889,rwd
4500,2006,ford,expedition,good,8,243000,4wd
4500,2003,bmw,x5,good,4,172000,fwd
7000,2006,rover,discovery se,good,4,110000,fwd
22590,2013,ford,f150 super cab xl pickup 4d,good,6,14169,fwd
21590,2016,ram,1500 regular cab tradesman,good,6,35391,fwd
700,1996,honda,accord ex,fair,4,274250,fwd
29990,2012,toyota,tacoma double cab pickup,good,6,43182,4wd
38990,2017,jeep,wrangler unlimited rubicon,good,6,20676,4wd
6400,2007,lincoln,mkx,good,6,159938,fwd
31990,2018,audi,q5 premium sport utility 4d,good,4,19179,fwd
0,2018,toyota,rav4,excellent,4,26804,fwd
32990,2018,jaguar,e-pace p250 s sport,good,4,26685,fwd
15590,2013,acura,ilx 2.0l sedan 4d,good,4,69626,fwd
27990,2018,audi,q5 premium sport utility 4d,good,4,31033,fwd
0,2014,ram,other,good,4,0,fwd
22500,1936,other,Nash,good,4,1,fwd
14500,1978,other,El camino,good,4,1,fwd
38590,2019,acura,mdx sh-awd w/technology,good,4,14906,fwd
24990,2014,acura,mdx sh-awd sport utility,good,6,52396,fwd
0,2016,nissan,maxima,excellent,6,152432,fwd
7000,2011,ford,escape,good,4,126000,fwd
39590,2019,acura,mdx sh-awd w/technology,good,6,8919,fwd
32990,2018,acura,mdx sh-awd w/technology,good,6,31967,fwd
22000,1932,ford,truck,good,8,11000,rwd
9700,2014,ford,taurus police interceptor,good,6,166057,fwd
27990,2017,infiniti,qx60,good,6,26355,fwd
0,2019,chevrolet,camaro,excellent,6,47971,rwd
29990,2018,alfa-romeo,romeo stelvio ti sport,good,4,26978,fwd
19990,2015,infiniti,qx60,good,4,96003,fwd
29590,2019,alfa-romeo,romeo stelvio ti sport,good,4,60984,fwd
19500,2014,ram,promaster 2500,excellent,6,61661,fwd
13590,2010,kia,soul ! wagon 4d,good,4,94587,fwd
0,2019,jeep,compass,excellent,4,31383,fwd
15990,2017,hyundai,sonata sport sedan 4d,good,4,55105,fwd
29590,2018,audi,a6,good,4,13035,fwd
38590,2020,lincoln,continental sedan 4d,good,6,1772,fwd
0,2015,mercedes-benz,gl-class,good,8,55215,4wd
1,2006,acura,tsx,good,4,192000,fwd
1,2012,chevrolet,malibu,good,4,268000,fwd
1,2001,honda,accord,good,4,210000,fwd
1,2006,honda,accord,good,4,166000,fwd
0,2016,gmc,yukon,good,8,85662,rwd
33990,2017,ram,1500 crew cab tradesman,good,8,17033,4wd
25590,2017,ford,mustang v6 convertible 2d,good,6,11325,rwd
5500,2003,ford,explorer sport trac,excellent,6,191000,rwd
36590,2019,gmc,sierra 1500 limited double,good,8,14222,4wd
46990,2014,chevrolet,corvette stingray,good,8,16966,rwd
1000,2006,toyota,camry,fair,4,250000,fwd
28000,2002,other,am general humvee,like new,4,500,fwd
26590,2017,bmw,3 series 330i xdrive sedan,good,4,14358,fwd
27990,2016,bmw,3 series 340i sedan 4d,good,4,46057,rwd
40590,2020,bmw,3 series 330i xdrive sedan,good,4,1588,fwd
10500,2011,ford,expedition xlt,good,4,151843,fwd
26990,2018,bmw,3 series 330i xdrive sedan,good,4,13088,fwd
7699,2013,subaru,impreza 2.0i premium,good,4,150000,fwd
6500,2003,chevrolet,tahoe,excellent,8,257000,rwd
2990,1996,nissan,pickup,good,4,233000,fwd
4600,2002,toyota,rav4,good,4,195000,fwd
28999,1955,chevrolet,210,good,8,1234,rwd
23990,2019,mitsubishi,outlander gt sport,good,6,20657,4wd
0,2018,acura,tlx,excellent,4,33916,fwd
28990,2017,gmc,acadia slt-1 sport utility,good,6,18041,fwd
21990,2017,gmc,acadia sle-1 sport utility,good,4,48959,fwd
16590,2013,lincoln,mkz sedan 4d,good,4,61087,fwd
19590,2017,acura,ilx sedan 4d,good,4,29014,fwd
16990,2014,acura,ilx 2.0l sedan 4d,good,4,44473,fwd
0,2019,chevrolet,traverse,excellent,6,27914,fwd
38590,2020,jaguar,e-pace p250 sport utility,good,4,1372,fwd
28590,2018,audi,q5 premium sport utility 4d,good,4,35036,fwd
5000,1988,dodge,w150,good,8,90000,4wd
30990,2018,acura,mdx sh-awd sport utility,good,6,34605,fwd
0,2020,ram,1500,excellent,8,11892,4wd
34590,2019,acura,mdx sh-awd sport utility,good,4,27387,fwd
32990,2017,acura,mdx sh-awd sport utility,good,6,29322,fwd
29990,2018,acura,mdx sport utility 4d,good,4,33727,fwd
38615,2021,chevrolet,silverado 1500,good,4,1,4wd
5400,2005,ford,ranger xl,good,6,214000,fwd
12590,2013,other,Scion xD Hatchback 4D,good,4,91825,fwd
3600,2003,volkswagen,jetta,good,4,172300,fwd
38990,2020,infiniti,qx60 luxe sport utility,good,6,5279,fwd
27990,2018,alfa-romeo,romeo stelvio sport utility,good,4,18112,fwd
39990,2020,infiniti,qx60 luxe sport utility,good,6,6500,fwd
18590,2018,hyundai,sonata sel sedan 4d,good,4,22075,fwd
29990,2018,audi,a6,good,4,24996,fwd
15590,2016,kia,soul wagon 4d,good,4,23972,fwd
27990,2017,lincoln,continental select sedan,good,6,19492,fwd
0,2015,bmw,x5,good,6,78104,rwd
5900,2007,ford,escape xlt,like new,4,174000,fwd
11000,2014,chevrolet,equinox lt,good,4,143000,fwd
7200,2013,nissan,sentra,excellent,4,117500,fwd
18590,2017,toyota,camry le sedan 4d,good,4,30223,fwd
39590,2018,jeep,wrangler unlimited all new,good,6,21893,4wd
40590,2018,jeep,wrangler unlimited all new,good,6,22092,4wd
36590,2017,chevrolet,tahoe lt sport utility,good,4,60476,fwd
21590,2013,bmw,3 series 335i xdrive sedan,good,4,62993,fwd
40888,2020,jeep,gladiator,good,4,19069,4wd
24990,2018,bmw,3 series 330i xdrive sedan,good,4,34454,fwd
31590,2018,bmw,3 series 340i xdrive sedan,good,4,39421,fwd
7400,2011,toyota,camry se,good,4,192000,fwd
2900,2002,hyundai,elantra,good,4,198000,fwd
7900,2003,mazda,mx-5 miata,good,4,89500,fwd
24590,2018,bmw,3 series 330i xdrive sedan,good,4,38872,fwd
27900,2011,gmc,sierra,excellent,4,215000,fwd
19990,2020,mitsubishi,outlander sport es,good,4,11103,fwd
0,2019,honda,cr v,excellent,4,9546,fwd
34590,2020,cadillac,xt4 sport suv 4d,good,4,9624,fwd
63990,2019,audi,q8 premium sport utility 4d,good,4,20126,fwd
40990,2020,bmw,5 series 530i sedan 4d,good,4,16929,rwd
26990,2018,gmc,acadia sle-2 sport utility,good,6,26514,fwd
23990,2017,lincoln,mkz reserve sedan 4d,good,4,28565,fwd
24990,2020,mitsubishi,outlander gt sport,good,4,28945,4wd
36590,2020,gmc,acadia denali sport utility,good,6,33026,fwd
1,2012,chevrolet,malibu,good,4,268000,fwd
1,2002,toyota,camry,good,4,165000,fwd
1,2004,gmc,envoy,good,4,191000,fwd
21000,2011,jeep,wrangler unlimited sport,good,6,169000,4wd
23990,2019,acura,ilx premium pkg sedan 4d,good,4,7281,fwd
39990,2019,jaguar,e-pace p300 r-dynamic se,good,4,17961,fwd
8990,2013,other,smart fortwo Passion Hatchback,good,4,59072,rwd
38990,2020,audi,q5 45 tfsi premium plus,good,4,19067,fwd
37590,2019,acura,mdx advance pkg sport,good,4,30356,fwd
0,2021,nissan,titan xd,excellent,8,2576,4wd
43590,2020,acura,mdx sh-awd w/technology,good,6,12012,fwd
42990,2020,acura,mdx technology pkg sport,good,4,3207,fwd
5500,1985,chevrolet,other,good,8,15405,4wd
39990,2020,acura,mdx sh-awd sport utility,good,6,1237,fwd
15000,2016,audi,a3,excellent,4,85000,fwd
5500,2008,ford,mustang gt premium,good,8,150000,rwd
32590,2018,alfa-romeo,romeo stelvio sport suv 4d,good,4,14863,fwd
12590,2012,other,Scion xD Hatchback 4D,good,4,60589,fwd
27590,2018,infiniti,qx60,good,6,41119,fwd
27990,2011,mercedes-benz,cl-class cl 550,good,8,66944,fwd
39950,2015,other,International 4300,good,4,118964,fwd
2977,2003,acura,rsx,good,4,163000,fwd
4877,2005,acura,tsx,excellent,4,173000,fwd
19989,2014,bmw,5 series,good,6,78499,fwd
31000,2006,other,hummer h2,excellent,8,43000,4wd
30950,2014,ford,f-450 super duty,good,8,166326,4wd
21250,2002,ford,thunderbird deluxe,like new,8,15962,fwd
10989,2012,cadillac,cts sedan,good,6,119810,fwd
4500,2002,ford,mustang gt,good,8,190000,rwd
44950,2015,ford,f-450 crew cab dump truck 6,good,4,23505,fwd
19989,2016,ford,flex,good,6,73898,fwd
18951,1951,ford,custom,excellent,8,46016,rwd
24590,2019,nissan,frontier king cab s,good,4,26351,fwd
26990,2017,nissan,titan single cab sv,good,8,41335,4wd
36950,2016,chevrolet,silverado 3500hd cc,good,8,113203,4wd
6500,2001,dodge,dakota,good,8,140200,rwd
4800,2005,chrysler,300c,good,8,204000,rwd
33990,other,other,lac XT5 Crossover,good,6,48784,fwd
6500,1984,chevrolet,k5 blazer,fair,8,123456,4wd
7850,2014,toyota,corolla,good,4,87321,fwd
17995,2013,gmc,sierra 1500 sle,excellent,8,107000,fwd
39590,2020,chevrolet,silverado 1500 crew,good,8,19160,fwd
36000,1936,ford,slantback,excellent,8,3200,rwd
30000,1966,ford,fairlane 500,good,8,123456,rwd
25990,2016,bmw,5 series,good,6,75123,fwd
2500,2003,honda,accord ex,good,4,277958,fwd
2500,2006,dodge,durango,good,8,205000,4wd
36500,2012,jeep,wrangler,excellent,6,71000,4wd
6800,2012,toyota,corolla,excellent,4,137454,fwd
2400,2006,acura,rsx,fair,4,196000,fwd
16900,2006,toyota,tacoma,good,4,143000,fwd
21900,2011,ford,f250,good,4,121000,fwd
20900,2013,chevrolet,silverado 2500,good,4,188000,fwd
17900,2014,ford,f350,good,4,187000,fwd
36900,2015,chevrolet,silverado 3500,good,4,132000,fwd
2000,2002,volkswagen,jetta tdi,good,4,284000,fwd
30000,1957,chevrolet,belair 1957,good,4,12344,fwd
19500,1969,other,1969 nova,good,4,80000,fwd
25990,2016,gmc,sierra 1500 regular cab,good,8,24688,fwd
27990,2012,gmc,sierra 2500 hd extended cab,good,8,68696,4wd
22990,2013,mazda,mx-5 miata grand touring,good,4,20125,rwd
35990,2018,toyota,4runner sr5 sport utility,good,6,29245,fwd
24990,2018,gmc,canyon extended cab pickup,good,4,32329,fwd
30000,1963,chevrolet,nova ss,good,4,12345,fwd
12500,1979,other,mg midget,good,4,41000,fwd
15900,2013,lexus,es 350,excellent,6,81000,fwd
27800,2018,honda,odyssey touring elite,excellent,4,32800,fwd
20995,2011,chevrolet,silverado 1500 ltz crew cab 4wd,good,4,137701,4wd
25995,2015,chevrolet,silverado 1500 lt crew cab 4wd,good,4,151681,4wd
31995,2014,chevrolet,silverado 1500 2lt crew cab long box 4wd,good,4,66738,4wd
7800,1999,toyota,tacoma,good,4,242068,4wd
10554,2015,hyundai,sonata 1.6t eco,good,4,83874,fwd
11869,2008,bmw,3 series 335i,good,4,82516,fwd
6900,2006,pontiac,solstice,like new,4,106000,fwd
